ID,Title,URL,Is Premium,Acceptance %,Difficulty,Frequency %
72,Edit Distance,/problems/edit-distance,N,52.7%,Hard,17.51%
73,Set Matrix Zeroes,/problems/set-matrix-zeroes,N,50.1%,Medium,16.92%
74,Search a 2D Matrix,/problems/search-a-2d-matrix,N,47.0%,Medium,25.03%
75,Sort Colors,/problems/sort-colors,N,57.4%,Medium,15.70%
76,Minimum Window Substring,/problems/minimum-window-substring,N,40.7%,Hard,33.56%
78,Subsets,/problems/subsets,N,74.0%,Medium,15.25%
79,Word Search,/problems/word-search,N,39.8%,Medium,44.63%
81,Search in Rotated Sorted Array II,/problems/search-in-rotated-sorted-array-ii,N,35.8%,Medium,7.45%
82,Remove Duplicates from Sorted List II,/problems/remove-duplicates-from-sorted-list-ii,N,45.5%,Medium,4.08%
83,Remove Duplicates from Sorted List,/problems/remove-duplicates-from-sorted-list,N,49.9%,Easy,1.64%
84,Largest Rectangle in Histogram,/problems/largest-rectangle-in-histogram,N,42.2%,Hard,34.89%
85,Maximal Rectangle,/problems/maximal-rectangle,N,44.2%,Hard,19.00%
88,Merge Sorted Array,/problems/merge-sorted-array,N,45.8%,Easy,7.75%
90,Subsets II,/problems/subsets-ii,N,55.4%,Medium,9.90%
91,Decode Ways,/problems/decode-ways,N,32.3%,Medium,24.47%
92,Reverse Linked List II,/problems/reverse-linked-list-ii,N,45.4%,Medium,24.14%
93,Restore IP Addresses,/problems/restore-ip-addresses,N,43.5%,Medium,18.73%
94,Binary Tree Inorder Traversal,/problems/binary-tree-inorder-traversal,N,73.1%,Easy,6.37%
95,Unique Binary Search Trees II,/problems/unique-binary-search-trees-ii,N,51.6%,Medium,3.92%
97,Interleaving String,/problems/interleaving-string,N,37.1%,Medium,2.73%
98,Validate Binary Search Tree,/problems/validate-binary-search-tree,N,31.8%,Medium,22.77%
99,Recover Binary Search Tree,/problems/recover-binary-search-tree,N,50.4%,Medium,35.43%
100,Same Tree,/problems/same-tree,N,56.4%,Easy,5.60%
101,Symmetric Tree,/problems/symmetric-tree,N,53.0%,Easy,8.26%
102,Binary Tree Level Order Traversal,/problems/binary-tree-level-order-traversal,N,63.4%,Medium,14.29%
103,Binary Tree Zigzag Level Order Traversal,/problems/binary-tree-zigzag-level-order-traversal,N,55.2%,Medium,45.68%
104,Maximum Depth of Binary Tree,/problems/maximum-depth-of-binary-tree,N,73.2%,Easy,3.41%
105,Construct Binary Tree from Preorder and Inorder Traversal,/problems/construct-binary-tree-from-preorder-and-inorder-traversal,N,60.8%,Medium,18.61%
106,Construct Binary Tree from Inorder and Postorder Traversal,/problems/construct-binary-tree-from-inorder-and-postorder-traversal,N,57.5%,Medium,3.29%
107,Binary Tree Level Order Traversal II,/problems/binary-tree-level-order-traversal-ii,N,60.4%,Medium,9.36%
108,Convert Sorted Array to Binary Search Tree,/problems/convert-sorted-array-to-binary-search-tree,N,69.1%,Easy,5.36%
111,Minimum Depth of Binary Tree,/problems/minimum-depth-of-binary-tree,N,43.6%,Easy,2.69%
112,Path Sum,/problems/path-sum,N,47.7%,Easy,7.29%
113,Path Sum II,/problems/path-sum-ii,N,56.7%,Medium,13.45%
114,Flatten Binary Tree to Linked List,/problems/flatten-binary-tree-to-linked-list,N,61.2%,Medium,28.60%
116,Populating Next Right Pointers in Each Node,/problems/populating-next-right-pointers-in-each-node,N,59.5%,Medium,10.51%
117,Populating Next Right Pointers in Each Node II,/problems/populating-next-right-pointers-in-each-node-ii,N,49.8%,Medium,10.14%
118,Pascal's Triangle,/problems/pascals-triangle,N,69.3%,Easy,17.58%
119,Pascal's Triangle II,/problems/pascals-triangle-ii,N,59.8%,Easy,3.35%
120,Triangle,/problems/triangle,N,54.0%,Medium,15.94%
121,Best Time to Buy and Sell Stock,/problems/best-time-to-buy-and-sell-stock,N,54.4%,Easy,38.09%
122,Best Time to Buy and Sell Stock II,/problems/best-time-to-buy-and-sell-stock-ii,N,63.4%,Medium,14.91%
123,Best Time to Buy and Sell Stock III,/problems/best-time-to-buy-and-sell-stock-iii,N,44.9%,Hard,21.96%
124,Binary Tree Maximum Path Sum,/problems/binary-tree-maximum-path-sum,N,38.5%,Hard,10.61%
125,Valid Palindrome,/problems/valid-palindrome,N,43.7%,Easy,0.36%
126,Word Ladder II,/problems/word-ladder-ii,N,27.6%,Hard,45.61%
127,Word Ladder,/problems/word-ladder,N,36.7%,Hard,67.77%
128,Longest Consecutive Sequence,/problems/longest-consecutive-sequence,N,48.9%,Medium,23.82%
129,Sum Root to Leaf Numbers,/problems/sum-root-to-leaf-numbers,N,58.8%,Medium,3.10%
130,Surrounded Regions,/problems/surrounded-regions,N,36.1%,Medium,9.20%
131,Palindrome Partitioning,/problems/palindrome-partitioning,N,62.5%,Medium,12.37%
132,Palindrome Partitioning II,/problems/palindrome-partitioning-ii,N,33.6%,Hard,4.76%
133,Clone Graph,/problems/clone-graph,N,50.8%,Medium,7.30%
134,Gas Station,/problems/gas-station,N,45.1%,Medium,24.42%
135,Candy,/problems/candy,N,40.8%,Hard,47.88%
136,Single Number,/problems/single-number,N,70.1%,Easy,10.59%
137,Single Number II,/problems/single-number-ii,N,57.9%,Medium,5.72%
138,Copy List with Random Pointer,/problems/copy-list-with-random-pointer,N,50.6%,Medium,55.25%
139,Word Break,/problems/word-break,N,45.5%,Medium,37.10%
140,Word Break II,/problems/word-break-ii,N,44.6%,Hard,59.80%
141,Linked List Cycle,/problems/linked-list-cycle,N,46.9%,Easy,5.56%
142,Linked List Cycle II,/problems/linked-list-cycle-ii,N,46.5%,Medium,6.78%
143,Reorder List,/problems/reorder-list,N,51.2%,Medium,9.42%
146,LRU Cache,/problems/lru-cache,N,40.5%,Medium,83.39%
148,Sort List,/problems/sort-list,N,54.3%,Medium,5.46%
149,Max Points on a Line,/problems/max-points-on-a-line,N,21.8%,Hard,20.86%
150,Evaluate Reverse Polish Notation,/problems/evaluate-reverse-polish-notation,N,44.1%,Medium,29.22%
151,Reverse Words in a String,/problems/reverse-words-in-a-string,N,31.8%,Medium,2.17%
152,Maximum Product Subarray,/problems/maximum-product-subarray,N,34.9%,Medium,23.41%
153,Find Minimum in Rotated Sorted Array,/problems/find-minimum-in-rotated-sorted-array,N,48.5%,Medium,9.31%
155,Min Stack,/problems/min-stack,N,51.9%,Medium,23.91%
159,Longest Substring with At Most Two Distinct Characters,/problems/longest-substring-with-at-most-two-distinct-characters,Y,53.5%,Medium,15.42%
160,Intersection of Two Linked Lists,/problems/intersection-of-two-linked-lists,N,53.4%,Easy,0.86%
162,Find Peak Element,/problems/find-peak-element,N,46.2%,Medium,5.39%
165,Compare Version Numbers,/problems/compare-version-numbers,N,35.4%,Medium,29.35%
167,Two Sum II - Input Array Is Sorted,/problems/two-sum-ii-input-array-is-sorted,N,60.0%,Medium,16.11%
168,Excel Sheet Column Title,/problems/excel-sheet-column-title,N,34.8%,Easy,2.57%
169,Majority Element,/problems/majority-element,N,63.9%,Easy,9.48%
173,Binary Search Tree Iterator,/problems/binary-search-tree-iterator,N,69.2%,Medium,11.94%
175,Combine Two Tables,/problems/combine-two-tables,N,73.1%,Easy,3.25%
176,Second Highest Salary,/problems/second-highest-salary,N,36.6%,Medium,6.06%
177,Nth Highest Salary,/problems/nth-highest-salary,N,37.5%,Medium,12.90%
178,Rank Scores,/problems/rank-scores,N,60.1%,Medium,2.76%
179,Largest Number,/problems/largest-number,N,34.1%,Medium,11.51%
180,Consecutive Numbers,/problems/consecutive-numbers,N,46.8%,Medium,6.83%
181,Employees Earning More Than Their Managers,/problems/employees-earning-more-than-their-managers,N,68.6%,Easy,1.58%
183,Customers Who Never Order,/problems/customers-who-never-order,N,68.1%,Easy,0.69%
184,Department Highest Salary,/problems/department-highest-salary,N,49.7%,Medium,2.44%
185,Department Top Three Salaries,/problems/department-top-three-salaries,N,50.1%,Hard,16.48%
188,Best Time to Buy and Sell Stock IV,/problems/best-time-to-buy-and-sell-stock-iv,N,38.0%,Hard,23.64%
189,Rotate Array,/problems/rotate-array,N,39.2%,Medium,8.55%
190,Reverse Bits,/problems/reverse-bits,N,52.4%,Easy,7.89%
191,Number of 1 Bits,/problems/number-of-1-bits,N,65.0%,Easy,8.67%
193,Valid Phone Numbers,/problems/valid-phone-numbers,N,26.0%,Easy,9.24%
196,Delete Duplicate Emails,/problems/delete-duplicate-emails,N,59.0%,Easy,4.29%
197,Rising Temperature,/problems/rising-temperature,N,44.6%,Easy,3.94%
198,House Robber,/problems/house-robber,N,48.8%,Medium,33.80%
199,Binary Tree Right Side View,/problems/binary-tree-right-side-view,N,61.2%,Medium,24.14%
200,Number of Islands,/problems/number-of-islands,N,56.4%,Medium,80.26%
202,Happy Number,/problems/happy-number,N,54.4%,Easy,6.49%
203,Remove Linked List Elements,/problems/remove-linked-list-elements,N,44.9%,Easy,0.86%
204,Count Primes,/problems/count-primes,N,33.1%,Medium,4.23%
205,Isomorphic Strings,/problems/isomorphic-strings,N,42.6%,Easy,4.75%
206,Reverse Linked List,/problems/reverse-linked-list,N,72.5%,Easy,7.13%
207,Course Schedule,/problems/course-schedule,N,45.4%,Medium,55.84%
208,Implement Trie (Prefix Tree),/problems/implement-trie-prefix-tree,N,61.0%,Medium,15.17%
209,Minimum Size Subarray Sum,/problems/minimum-size-subarray-sum,N,44.5%,Medium,1.13%
210,Course Schedule II,/problems/course-schedule-ii,N,48.0%,Medium,47.59%
211,Design Add and Search Words Data Structure,/problems/design-add-and-search-words-data-structure,N,43.0%,Medium,14.83%
212,Word Search II,/problems/word-search-ii,N,36.9%,Hard,42.89%
213,House Robber II,/problems/house-robber-ii,N,40.7%,Medium,2.82%
215,Kth Largest Element in an Array,/problems/kth-largest-element-in-an-array,N,65.8%,Medium,29.22%
217,Contains Duplicate,/problems/contains-duplicate,N,61.3%,Easy,15.64%
218,The Skyline Problem,/problems/the-skyline-problem,N,41.6%,Hard,6.16%
219,Contains Duplicate II,/problems/contains-duplicate-ii,N,42.3%,Easy,11.82%
220,Contains Duplicate III,/problems/contains-duplicate-iii,N,22.0%,Hard,5.75%
221,Maximal Square,/problems/maximal-square,N,44.6%,Medium,15.14%
222,Count Complete Tree Nodes,/problems/count-complete-tree-nodes,N,59.7%,Medium,3.71%
224,Basic Calculator,/problems/basic-calculator,N,41.2%,Hard,32.29%
226,Invert Binary Tree,/problems/invert-binary-tree,N,73.3%,Easy,8.38%
227,Basic Calculator II,/problems/basic-calculator-ii,N,42.2%,Medium,46.32%
230,Kth Smallest Element in a BST,/problems/kth-smallest-element-in-a-bst,N,69.4%,Medium,5.62%
231,Power of Two,/problems/power-of-two,N,45.7%,Easy,2.07%
232,Implement Queue using Stacks,/problems/implement-queue-using-stacks,N,61.3%,Easy,8.75%
234,Palindrome Linked List,/problems/palindrome-linked-list,N,49.6%,Easy,14.31%
235,Lowest Common Ancestor of a Binary Search Tree,/problems/lowest-common-ancestor-of-a-binary-search-tree,N,60.3%,Medium,7.82%
236,Lowest Common Ancestor of a Binary Tree,/problems/lowest-common-ancestor-of-a-binary-tree,N,58.1%,Medium,43.35%
237,Delete Node in a Linked List,/problems/delete-node-in-a-linked-list,N,75.3%,Medium,11.27%
238,Product of Array Except Self,/problems/product-of-array-except-self,N,64.7%,Medium,22.73%
239,Sliding Window Maximum,/problems/sliding-window-maximum,N,46.6%,Hard,55.92%
240,Search a 2D Matrix II,/problems/search-a-2d-matrix-ii,N,50.6%,Medium,13.21%
242,Valid Anagram,/problems/valid-anagram,N,62.8%,Easy,22.70%
243,Shortest Word Distance,/problems/shortest-word-distance,Y,64.9%,Easy,25.76%
244,Shortest Word Distance II,/problems/shortest-word-distance-ii,Y,60.7%,Medium,12.26%
249,Group Shifted Strings,/problems/group-shifted-strings,Y,64.3%,Medium,35.19%
252,Meeting Rooms,/problems/meeting-rooms,Y,57.1%,Easy,2.94%
253,Meeting Rooms II,/problems/meeting-rooms-ii,Y,50.5%,Medium,66.31%
256,Paint House,/problems/paint-house,Y,60.7%,Medium,13.33%
257,Binary Tree Paths,/problems/binary-tree-paths,N,60.7%,Easy,4.86%
258,Add Digits,/problems/add-digits,N,63.5%,Easy,3.83%
261,Graph Valid Tree,/problems/graph-valid-tree,Y,46.9%,Medium,3.42%
262,Trips and Users,/problems/trips-and-users,N,38.4%,Hard,5.95%
265,Paint House II,/problems/paint-house-ii,Y,52.4%,Hard,10.21%
268,Missing Number,/problems/missing-number,N,61.7%,Easy,12.27%
269,Alien Dictionary,/problems/alien-dictionary,Y,35.3%,Hard,20.28%
271,Encode and Decode Strings,/problems/encode-and-decode-strings,Y,41.7%,Medium,5.70%
273,Integer to English Words,/problems/integer-to-english-words,N,29.9%,Hard,73.00%
277,Find the Celebrity,/problems/find-the-celebrity,Y,46.5%,Medium,31.13%
278,First Bad Version,/problems/first-bad-version,N,43.0%,Easy,5.96%
279,Perfect Squares,/problems/perfect-squares,N,52.1%,Medium,16.47%
283,Move Zeroes,/problems/move-zeroes,N,61.4%,Easy,3.58%
286,Walls and Gates,/problems/walls-and-gates,Y,60.3%,Medium,27.62%
287,Find the Duplicate Number,/problems/find-the-duplicate-number,N,59.1%,Medium,22.73%
289,Game of Life,/problems/game-of-life,N,66.8%,Medium,27.46%
295,Find Median from Data Stream,/problems/find-median-from-data-stream,N,51.5%,Hard,51.81%
297,Serialize and Deserialize Binary Tree,/problems/serialize-and-deserialize-binary-tree,N,55.0%,Hard,44.97%
299,Bulls and Cows,/problems/bulls-and-cows,N,48.7%,Medium,13.40%
300,Longest Increasing Subsequence,/problems/longest-increasing-subsequence,N,51.6%,Medium,7.81%
301,Remove Invalid Parentheses,/problems/remove-invalid-parentheses,N,47.1%,Hard,8.33%
304,Range Sum Query 2D - Immutable,/problems/range-sum-query-2d-immutable,N,52.2%,Medium,17.64%
305,Number of Islands II,/problems/number-of-islands-ii,Y,39.4%,Hard,14.72%
307,Range Sum Query - Mutable,/problems/range-sum-query-mutable,N,40.7%,Medium,6.33%
309,Best Time to Buy and Sell Stock with Cooldown,/problems/best-time-to-buy-and-sell-stock-with-cooldown,N,54.6%,Medium,2.91%
310,Minimum Height Trees,/problems/minimum-height-trees,N,38.5%,Medium,3.63%
314,Binary Tree Vertical Order Traversal,/problems/binary-tree-vertical-order-traversal,Y,52.1%,Medium,13.33%
315,Count of Smaller Numbers After Self,/problems/count-of-smaller-numbers-after-self,N,42.8%,Hard,7.87%
316,Remove Duplicate Letters,/problems/remove-duplicate-letters,N,44.6%,Medium,12.44%
318,Maximum Product of Word Lengths,/problems/maximum-product-of-word-lengths,N,60.1%,Medium,16.84%
322,Coin Change,/problems/coin-change,N,41.6%,Medium,33.96%
323,Number of Connected Components in an Undirected Graph,/problems/number-of-connected-components-in-an-undirected-graph,Y,62.1%,Medium,10.87%
324,Wiggle Sort II,/problems/wiggle-sort-ii,N,33.0%,Medium,13.70%
328,Odd Even Linked List,/problems/odd-even-linked-list,N,60.3%,Medium,9.06%
329,Longest Increasing Path in a Matrix,/problems/longest-increasing-path-in-a-matrix,N,52.2%,Hard,21.07%
332,Reconstruct Itinerary,/problems/reconstruct-itinerary,N,41.0%,Hard,5.11%
333,Largest BST Subtree,/problems/largest-bst-subtree,Y,42.5%,Medium,15.06%
336,Palindrome Pairs,/problems/palindrome-pairs,N,35.2%,Hard,11.23%
337,House Robber III,/problems/house-robber-iii,N,53.9%,Medium,30.47%
339,Nested List Weight Sum,/problems/nested-list-weight-sum,Y,82.2%,Medium,14.65%
340,Longest Substring with At Most K Distinct Characters,/problems/longest-substring-with-at-most-k-distinct-characters,Y,47.8%,Medium,29.44%
342,Power of Four,/problems/power-of-four,N,45.7%,Easy,1.99%
344,Reverse String,/problems/reverse-string,N,76.2%,Easy,2.67%
346,Moving Average from Data Stream,/problems/moving-average-from-data-stream,Y,77.1%,Easy,12.55%
347,Top K Frequent Elements,/problems/top-k-frequent-elements,N,64.8%,Medium,36.14%
348,Design Tic-Tac-Toe,/problems/design-tic-tac-toe,Y,57.6%,Medium,50.74%
349,Intersection of Two Arrays,/problems/intersection-of-two-arrays,N,70.3%,Easy,6.81%
350,Intersection of Two Arrays II,/problems/intersection-of-two-arrays-ii,N,55.6%,Easy,2.95%
353,Design Snake Game,/problems/design-snake-game,Y,39.1%,Medium,11.05%
354,Russian Doll Envelopes,/problems/russian-doll-envelopes,N,38.3%,Hard,14.97%
362,Design Hit Counter,/problems/design-hit-counter,Y,68.4%,Medium,22.95%
363,Max Sum of Rectangle No Larger Than K,/problems/max-sum-of-rectangle-no-larger-than-k,N,44.1%,Hard,25.98%
366,Find Leaves of Binary Tree,/problems/find-leaves-of-binary-tree,Y,80.1%,Medium,34.78%
367,Valid Perfect Square,/problems/valid-perfect-square,N,43.3%,Easy,11.69%
373,Find K Pairs with Smallest Sums,/problems/find-k-pairs-with-smallest-sums,N,38.3%,Medium,30.70%
377,Combination Sum IV,/problems/combination-sum-iv,N,52.1%,Medium,7.45%
378,Kth Smallest Element in a Sorted Matrix,/problems/kth-smallest-element-in-a-sorted-matrix,N,61.6%,Medium,13.53%
380,Insert Delete GetRandom O(1),/problems/insert-delete-getrandom-o1,N,52.0%,Medium,33.93%
381,Insert Delete GetRandom O(1) - Duplicates allowed,/problems/insert-delete-getrandom-o1-duplicates-allowed,N,35.7%,Hard,11.85%
383,Ransom Note,/problems/ransom-note,N,57.6%,Easy,19.81%
387,First Unique Character in a String,/problems/first-unique-character-in-a-string,N,59.0%,Easy,20.48%
390,Elimination Game,/problems/elimination-game,N,46.5%,Medium,8.13%
392,Is Subsequence,/problems/is-subsequence,N,49.0%,Easy,4.14%
394,Decode String,/problems/decode-string,N,57.6%,Medium,24.28%
395,Longest Substring with At Least K Repeating Characters,/problems/longest-substring-with-at-least-k-repeating-characters,N,44.8%,Medium,4.37%
397,Integer Replacement,/problems/integer-replacement,N,35.1%,Medium,10.53%
399,Evaluate Division,/problems/evaluate-division,N,59.6%,Medium,50.90%
402,Remove K Digits,/problems/remove-k-digits,N,30.5%,Medium,10.92%
403,Frog Jump,/problems/frog-jump,N,43.1%,Hard,15.42%
406,Queue Reconstruction by Height,/problems/queue-reconstruction-by-height,N,72.8%,Medium,9.77%
407,Trapping Rain Water II,/problems/trapping-rain-water-ii,N,47.5%,Hard,19.90%
409,Longest Palindrome,/problems/longest-palindrome,N,54.6%,Easy,5.31%
410,Split Array Largest Sum,/problems/split-array-largest-sum,N,53.3%,Hard,18.73%
412,Fizz Buzz,/problems/fizz-buzz,N,68.9%,Easy,4.82%
414,Third Maximum Number,/problems/third-maximum-number,N,32.6%,Easy,6.45%
415,Add Strings,/problems/add-strings,N,52.6%,Easy,4.03%
416,Partition Equal Subset Sum,/problems/partition-equal-subset-sum,N,46.6%,Medium,5.05%
417,Pacific Atlantic Water Flow,/problems/pacific-atlantic-water-flow,N,54.0%,Medium,23.31%
419,Battleships in a Board,/problems/battleships-in-a-board,N,74.7%,Medium,6.05%
420,Strong Password Checker,/problems/strong-password-checker,N,14.3%,Hard,31.96%
421,Maximum XOR of Two Numbers in an Array,/problems/maximum-xor-of-two-numbers-in-an-array,N,54.5%,Medium,10.53%
424,Longest Repeating Character Replacement,/problems/longest-repeating-character-replacement,N,51.5%,Medium,19.90%
432,All O`one Data Structure,/problems/all-oone-data-structure,N,36.7%,Hard,22.57%
433,Minimum Genetic Mutation,/problems/minimum-genetic-mutation,N,52.0%,Medium,4.96%
435,Non-overlapping Intervals,/problems/non-overlapping-intervals,N,49.9%,Medium,4.10%
437,Path Sum III,/problems/path-sum-iii,N,48.7%,Medium,12.04%
438,Find All Anagrams in a String,/problems/find-all-anagrams-in-a-string,N,49.0%,Medium,19.32%
441,Arranging Coins,/problems/arranging-coins,N,46.1%,Easy,5.38%
442,Find All Duplicates in an Array,/problems/find-all-duplicates-in-an-array,N,73.4%,Medium,15.48%
443,String Compression,/problems/string-compression,N,48.9%,Medium,10.92%
445,Add Two Numbers II,/problems/add-two-numbers-ii,N,59.5%,Medium,15.65%
448,Find All Numbers Disappeared in an Array,/problems/find-all-numbers-disappeared-in-an-array,N,59.7%,Easy,1.40%
449,Serialize and Deserialize BST,/problems/serialize-and-deserialize-bst,N,56.8%,Medium,23.69%
450,Delete Node in a BST,/problems/delete-node-in-a-bst,N,50.0%,Medium,2.95%
451,Sort Characters By Frequency,/problems/sort-characters-by-frequency,N,68.6%,Medium,3.27%
452,Minimum Number of Arrows to Burst Balloons,/problems/minimum-number-of-arrows-to-burst-balloons,N,53.2%,Medium,6.05%
453,Minimum Moves to Equal Array Elements,/problems/minimum-moves-to-equal-array-elements,N,55.7%,Medium,7.76%
455,Assign Cookies,/problems/assign-cookies,N,50.5%,Easy,3.21%
456,132 Pattern,/problems/132-pattern,N,32.5%,Medium,5.80%
458,Poor Pigs,/problems/poor-pigs,N,64.4%,Hard,11.23%
460,LFU Cache,/problems/lfu-cache,N,40.4%,Hard,40.18%
462,Minimum Moves to Equal Array Elements II,/problems/minimum-moves-to-equal-array-elements-ii,N,60.2%,Medium,17.45%
463,Island Perimeter,/problems/island-perimeter,N,69.5%,Easy,2.81%
465,Optimal Account Balancing,/problems/optimal-account-balancing,Y,49.3%,Hard,16.60%
472,Concatenated Words,/problems/concatenated-words,N,45.8%,Hard,93.11%
474,Ones and Zeroes,/problems/ones-and-zeroes,N,46.7%,Medium,6.33%
475,Heaters,/problems/heaters,N,36.1%,Medium,11.83%
480,Sliding Window Median,/problems/sliding-window-median,N,41.4%,Hard,22.79%
490,The Maze,/problems/the-maze,Y,55.4%,Medium,8.23%
493,Reverse Pairs,/problems/reverse-pairs,N,30.9%,Hard,25.62%
494,Target Sum,/problems/target-sum,N,45.6%,Medium,4.67%
496,Next Greater Element I,/problems/next-greater-element-i,N,71.4%,Easy,24.31%
502,IPO,/problems/ipo,N,44.9%,Hard,14.72%
503,Next Greater Element II,/problems/next-greater-element-ii,N,63.1%,Medium,28.17%
506,Relative Ranks,/problems/relative-ranks,N,59.1%,Easy,5.75%
516,Longest Palindromic Subsequence,/problems/longest-palindromic-subsequence,N,60.7%,Medium,6.10%
518,Coin Change II,/problems/coin-change-ii,N,59.9%,Medium,22.00%
523,Continuous Subarray Sum,/problems/continuous-subarray-sum,N,28.5%,Medium,8.62%
525,Contiguous Array,/problems/contiguous-array,N,46.8%,Medium,6.51%
